Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
concreteBlock,blocks,Block,KgNone,Concrete Block,Bloc de bÃ©ton,Betonblock,,Bloque de hormigÃ³n,
concreteBlockBaseboard1,blocks,Block,New,Concrete Block Baseboard 1,,,,,
concreteBlockBaseboard4,blocks,Block,New,Concrete Block Baseboard 4,,,,,
concreteBlockBaseboardChairRail1,blocks,Block,New,Concrete Block Baseboard Chair Rail 1,,,,,
concreteBlockBaseboardChairRail4,blocks,Block,New,Concrete Block Baseboard Chair Rail 4,,,,,
concreteBlockTileBroken01,blocks,Block,New,"Concrete Block, Broken Tile",,,,,
concreteCNRFull,blocks,Block,KgNone,Concrete Full Corner,Angle complet en bÃ©ton,Beton â€“ Komplette Ecke,,Esquina de hormigÃ³n,
concreteCNRInside,blocks,Block,KgNone,Concrete Inside Corner,Angle intÃ©rieur en bÃ©ton,Beton â€“ Innenecke,,Esquina interior de hormigÃ³n,
concreteCNRRamp,blocks,Block,KgNone,Concrete Ramp Corner,Angle de rampe en bÃ©ton,Beton â€“ Rampenecke,,Esquina de rampa de hormigÃ³n,
concreteCNRRampFiller,blocks,Block,New,Concrete Ramp Corner Filler,,Beton â€“ Rampenecke FÃ¼ller,,,
concreteCNRRound,blocks,Block,New,Concrete Corner Round,,,,,
concreteCNRRoundTop,blocks,Block,New,Concrete Corner Round Top,,,,,
concreteCornerstone,blocks,Block,New,Concrete Cornerstone,,,,,
concreteCTRPlate,blocks,Block,KgNone,Concrete Plate Centered,Plaque centrÃ©e en bÃ©ton,Betonplatte mittig,,Placa de hormigÃ³n centrada,
concreteCTRpole,blocks,Block,New,Concrete Pole Centered,,,,,
concreteCTRQuarter,blocks,Block,New,Concrete 1/4 Block Centered,,,,,
concreteDestroyed01,blocks,Block,New,concrete Destroyed 01,,,,,
concreteDestroyed02,blocks,Block,New,concrete Destroyed 02,,,,,
concreteDestroyed03,blocks,Block,New,concrete Destroyed 03,,,,,
concreteDestroyed04,blocks,Block,New,concrete Destroyed 04,,,,,
concreteDestroyed05,blocks,Block,New,concrete Destroyed 05,,,,,
concreteDestroyed06,blocks,Block,New,concrete Destroyed 06,,,,,
concreteDestroyed07,blocks,Block,New,concrete Destroyed 07,,,,,
concreteEighth,blocks,Block,KgNone,Concrete 1/8 Block,1/8 de bloc de bÃ©ton,1/8 Betonblock,,1/8 de bloque de hormigÃ³n,
concreteFormBlock,blocks,Block,KgNone,Concrete Form Block,Bloc moule de bÃ©ton,Betonschalung â€“ Block,,Bloque de forma de hormigÃ³n,
concreteFormCNRInside,blocks,Block,KgNone,Concrete Form Corner Inside,Angle intÃ©rieur - finition bÃ©ton,Betonschalung â€“ Innenecke,,Esquina interior de forma de hormigÃ³n,
concreteFormCTRpole,blocks,Block,New,concrete Form Pole Centered,,,,,
concreteFormRamp,blocks,Block,KgNone,Concrete Form Ramp,Rampe en bÃ©ton coffrÃ©,Betonschalung â€“ Rampe,,Rampa de forma de hormigÃ³n,
concreteGable1m,blocks,Block,New,Concrete Gable 1m,,,,,
concreteGableInvertedHalf,blocks,Block,New,Concrete Gable Inverted Half,,,,,
concreteGableInvertedQuarter,blocks,Block,New,Concrete Gable Inverted Quarter,,,,,
concreteGableInvertedSteep,blocks,Block,New,Concrete Gable Inverted Steep,,,,,
concreteGableQuarter,blocks,Block,New,Concrete Gable Quarter,,,,,
concreteGroupDesc,blocks,Block,New,A very flexible building material. Place and wait for the concrete to set. Can be upgraded to reinforced concrete.,"Offrant une bonne protection, le bÃ©ton est un matÃ©riau de construction trÃ¨s souple qui vous permet de fabriquer de nombreuses formes. Peut Ãªtre amÃ©liorÃ©.",Ein sehr flexibles Baumaterial. Braucht Zeit zum AushÃ¤rten. Kann zu verstÃ¤rktem Beton aufgewertet werden.,,"El hormigÃ³n ofrece una buena protecciÃ³n y es un material de construcciÃ³n muy flexible, por lo que se puede moldear mientras se usa. Se puede mejorar.",
concreteHalf,blocks,Block,KgNone,Concrete 1/2 Block,1/2 de bloc de bÃ©ton,1/2 Betonblock,,1/2 de bloque de hormigÃ³n,
concreteHalfCentered,blocks,Block,New,Concrete 1/2 Block CTR,,,,,
concreteHalfCNRInside2,blocks,Block,New,Concrete 1/2 Block Corner Inside 2,,,,,
concreteHalfPlate,blocks,Block,New,Concrete Half Plate,,,,,
concreteHalfRampStairs50,blocks,Block,New,Concrete 1/2 Ramp,,,,,
concreteHalfRampStairs50Filler,blocks,Block,New,Concrete 1/2 Ramp Filler,,,,,
concreteNoUpgradeGroupDesc,blocks,Block,New,A very flexible building material. This block can not be upgraded and is likely only found in the creative menu.,,,,,
concretePillar100,blocks,Block,KgNone,Concrete Pillar 100,Pilier 100 en bÃ©ton,BetonsÃ¤ule 100,,Pilar de hormigÃ³n 100,
concretePillar100Cap,blocks,Block,New,Concrete Pillar 100 Cap,,,,,
concretePillar50,blocks,Block,KgNone,Concrete Pillar 50,Pilier 50 en bÃ©ton,BetonsÃ¤ule 50,,Pilar de hormigÃ³n 50,
concretePlate,blocks,Block,KgNone,Concrete Plate,Plaque en bÃ©ton,Betonplatte,,Placa de hormigÃ³n,
concretePlateOffset,blocks,Block,New,Concrete Plate Offset,,,,,
concretePole,blocks,Block,KgNone,Concrete Pole,Poteau en bÃ©ton,Betonpfosten,,Poste de hormigÃ³n,
concretePoleSCTR,blocks,Block,New,Concrete Pole SCTR,,,,,
concretePyramid,blocks,Block,KgNone,Concrete Pyramid,Pyramide en bÃ©ton,Betonpyramide,,PirÃ¡mide de hormigÃ³n,
concretePyramid1m,blocks,Block,New,Concrete Pyramid 1m,,,,,
concreteQuarter,blocks,Block,KgNone,Concrete 1/4 Block,1/4 de bloc de bÃ©ton,1/4 Betonblock,,1/4 de bloque de hormigÃ³n,
concreteQuarterCNR,blocks,Block,New,Concrete 1/4 Corner,,,,,
concreteQuarterCNR3Way,blocks,Block,New,Concrete 1/4 Corner 3Way,,,,,
concreteQuarterSCtr,blocks,Block,New,Concrete 1/4 SCtr,,,,,
concreteQuarterTeeSCtr,blocks,Block,New,Concrete 1/4 T SCtr,,,,,
concreteRamp,blocks,Block,KgNone,Concrete Ramp,Rampe en bÃ©ton,Betonrampe,,Rampa de hormigÃ³n,
concreteStairs25,blocks,Block,KgNone,Concrete Stairs,Escaliers en bÃ©ton,Betonstufen,,Escaleras de hormigÃ³n,
concreteStairs25CornerCNR,blocks,Block,New,Concrete Stairs Corner,,Beton Stufenecke,,,
concreteStairs50,blocks,Block,KgNone,Concrete Stairs50,Escaliers 50 en bÃ©ton,Betonstufen 50,,Escaleras de hormigÃ³n 50,
concreteStairsFilledRailingLeft,blocks,Block,New,"Concrete Stairs, Railing Left",,,,,
concreteStairsFilledRailingRight,blocks,Block,New,"Concrete Stairs, Railing Right",,,,,
concreteSupport,blocks,Block,KgNone,Concrete Support,Support en bÃ©ton,BetonstÃ¼tze,,Soporte de hormigÃ³n,
concreteTubeCenter,blocks,Block,New,Concrete Tube 3m Center,,,,,
concreteTubeCorner,blocks,Block,New,Concrete Tube 3m Corner,,,,,
concreteTunnelCenter,blocks,Block,New,Concrete Tunnel 3m Center,,,,,
concreteTunnelCorner,blocks,Block,New,Concrete Tunnel 3m Corner,,,,,
concreteWedge,blocks,Block,KgNone,Concrete Wedge,Pente en bÃ©ton,BetonschrÃ¤ge,,CuÃ±a de hormigÃ³n,
concreteWedgeCNRInsideBottom,blocks,Block,New,Concrete Wedge Inside Corner Bottom,,Beton SchrÃ¤ge Innenecke Unten,,,
concreteWedgeCNRInsideSteepBase,blocks,Block,New,Concrete Wedge Steep Inside Corner Base,,,,,
concreteWedgeCNRInsideSteepTop,blocks,Block,New,Concrete Wedge Steep Inside Corner Top,,,,,
concreteWedgeCNRInsideTop,blocks,Block,New,Concrete Wedge Inside Corner Top,,Beton SchrÃ¤ge Innenecke Oben,,,
concreteWedgeCNRSteepBase,blocks,Block,New,Concrete Wedge Steep Corner Base,,,,,
concreteWedgeCNRSteepTop,blocks,Block,New,Concrete Wedge Steep Corner Top,,,,,
concreteWedgeIncline,blocks,Block,New,Concrete Wedge Incline,,Beton Dachvorsprung,,,
concreteWedgeStairs,blocks,Block,New,Concrete Wedge Stairs,,,,,
concreteWedgeTip,blocks,Block,KgNone,Concrete Wedge Tip,Sommet de pente en bÃ©ton,BetonschrÃ¤genspitze,,Punta de cuÃ±a de hormigÃ³n,
concreteWedgeTipCNRFullBottom,blocks,Block,New,Concrete Wedge Full Corner Bottom,,Beton SchrÃ¤genspitze Komplette Ecke Unten,,,
concreteWedgeTipCNRFullTop,blocks,Block,New,Concrete Wedge Full Corner Top,,Beton SchrÃ¤genspitze Komplette Ecke Oben,,,
concreteWedgeTipStairs,blocks,Block,New,Concrete Wedge Tip Stairs,,,,,
conduit01,blocks,Block,KgNone,Conduit01,Conduite 01,Leitung 01,,Conducto01,
conduit01Corner,blocks,Block,KgNone,Conduit01 Corner,Angle de conduite 01,Leitung 01 â€“ Ecke,,Esquina de conducto01,
conduit01Curve,blocks,Block,KgNone,Conduit01 Curve,Conduite 01 incurvÃ©e,Leitung 01 â€“ KrÃ¼mmung,,Curva de conducto01,
conduit01End,blocks,Block,KgNone,Conduit01 End,ExtrÃ©mitÃ© de conduite 01,Leitung 01 â€“ Ende,,Boca de conducto01,
controlPanelBase01,blocks,Block,KgNone,Control Panel Base 01,Bas de panneau de contrÃ´le 01,Basis-Bedienfeld 01,,Base01 de panel de control,
controlPanelBase02,blocks,Block,KgNone,Control Panel Base 02,Bas de panneau de contrÃ´le 02,Basis-Bedienfeld 02,,Base02 de panel de control,
controlPanelBase03,blocks,Block,KgNone,Control Panel Base 03,Bas de panneau de contrÃ´le 03,Basis-Bedienfeld 03,,Base03 de panel de control,
controlPanelBase04,blocks,Block,KgNone,Control Panel Base 04,Bas de panneau de contrÃ´le 04,Basis-Bedienfeld 04,,Base04 de panel de control,
controlPanelBase05,blocks,Block,KgNone,Control Panel Base 05,Bas de panneau de contrÃ´le 05,Basis-Bedienfeld 05,,Base05 de panel de control,
controlPanelBase06,blocks,Block,KgNone,Control Panel Base 06,Bas de panneau de contrÃ´le 06,Basis-Bedienfeld 06,,Base06 de panel de control,
controlPanelBase07,blocks,Block,KgNone,Control Panel Base 07,Bas de panneau de contrÃ´le 07,Basis-Bedienfeld 07,,Base07 de panel de control,
controlPanelBase08,blocks,Block,KgNone,Control Panel Base 08,Bas de panneau de contrÃ´le 08,Basis-Bedienfeld 08,,Base08 de panel de control,
controlPanelCorner,blocks,Block,KgNone,Control Panel Corner,Angle de panneau de contrÃ´le,Bedienfeld â€“ Ecke,,Esquina de panel de control,
controlPanelTop01,blocks,Block,KgNone,Control Panel Top 01,Haut de panneau de contrÃ´le 01,Oberes Bedienfeld 01,,Parte superior01 de panel de control,
controlPanelTop02,blocks,Block,KgNone,Control Panel Top 02,Haut de panneau de contrÃ´le 02,Oberes Bedienfeld 02,,Parte superior02 de panel de control,
controlPanelTop03,blocks,Block,KgNone,Control Panel Top 03,Haut de panneau de contrÃ´le 03,Oberes Bedienfeld 03,,Parte superior03 de panel de control,
controlPanelTop04,blocks,Block,KgNone,Control Panel Top 04,Haut de panneau de contrÃ´le 04,Oberes Bedienfeld 04,,Parte superior04 de panel de control,
controlPanelTop05,blocks,Block,KgNone,Control Panel Top 05,Haut de panneau de contrÃ´le 05,Oberes Bedienfeld 05,,Parte superior05 de panel de control,
controlPanelTop06,blocks,Block,KgNone,Control Panel Top 06,Haut de panneau de contrÃ´le 06,Oberes Bedienfeld 06,,Parte superior06 de panel de control,
controlPanelTop07,blocks,Block,KgNone,Control Panel Top 07,Haut de panneau de contrÃ´le 07,Oberes Bedienfeld 07,,Parte superior07 de panel de control,
corrugatedMetalBlock,blocks,Block,KgNone,Corr. Metal Block,Bloc de tÃ´le,Wellblech â€“ Block,,Bloque de metal corrugado,
corrugatedMetalCNRFull,blocks,Block,KgNone,Corr. Metal Corner Full,Angle complet de tÃ´le,Wellblech â€“ Komplette Ecke,,Esquina de metal corrugado,
corrugatedMetalCNRInside,blocks,Block,KgNone,Corr. Metal Corner Inside,Angle intÃ©rieur de tÃ´le,Wellblech â€“ Innenecke,,Esquina interior de metal corrugado,
corrugatedMetalCNRRamp,blocks,Block,KgNone,Corr. Metal Corner Ramp,Rampe d'angle en tÃ´le,Wellblech â€“ Rampenecke,,Esquina de rampa de metal corrugado,
corrugatedMetalCNRRound,blocks,Block,New,Corr. Metal Corner Round,,,,,
corrugatedMetalCNRRoundTop,blocks,Block,New,Corr. Metal Corner Round Top,,,,,
corrugatedMetalCTRPlate,blocks,Block,GrChanged,Corr. Metal Center Plate,Plaque de tÃ´le centrale,Wellblechplatte â€“ Mittig,,Placa central de metal corrugado,
corrugatedMetalCTRQuarter,blocks,Block,New,Corr. Metal 1/4 Block Centered,,,,,
corrugatedMetalGable,blocks,Block,KgNone,Corr. Metal Gable,Pignon en tÃ´le,Wellblech â€“ Giebel,,FrontÃ³n de metal corrugado,
corrugatedMetalGable1m,blocks,Block,New,Corr. Metal Gable 1m,,,,,
corrugatedMetalPillar0.025,blocks,Block,New,Corr. Metal Pillar 2.5cm,,,,,
corrugatedMetalPillar0.025CTR,blocks,Block,New,Corr. Metal Pillar 2.5cm Centered,,,,,
corrugatedMetalPillar0.025SCTR,blocks,Block,New,Corr. Metal Pillar 2.5cm SCtr,,,,,
corrugatedMetalPillar0.05,blocks,Block,New,Corr. Metal Pillar 5cm,,,,,
corrugatedMetalPillar0.05CTR,blocks,Block,New,Corr. Metal Pillar 5cm Centered,,,,,
corrugatedMetalPillar0.05SCTR,blocks,Block,New,Corr. Metal Pillar 5cm SCtr,,,,,
corrugatedMetalPillar100,blocks,Block,KgNone,Corr. Metal Pillar 100,Pilier 100 en tÃ´le,Wellblech â€“ SÃ¤ule 100,,Pilar de metal corrugado 100,
corrugatedMetalPillar50,blocks,Block,KgNone,Corr. Metal Pillar 50,Pilier 50 en tÃ´le,Wellblech â€“ SÃ¤ule 50,,Pilar de metal corrugado 50,
corrugatedMetalPlate,blocks,Block,New,Corr. Metal Plate,,,,,
corrugatedMetalPlateOffset,blocks,Block,New,Corr. Metal Plate Offset,,,,,
corrugatedMetalPole,blocks,Block,KeyChanged,Corr. Metal Pole,Poteau en fer rouillÃ©,Rostiger Eisenpfosten,,Poste de hierro oxidado,
corrugatedMetalPoleSCTR,blocks,Block,New,Corr. Metal Pole SCTR,,,,,
corrugatedMetalRamp,blocks,Block,KgNone,Corr. Metal Ramp,Rampe en tÃ´le,Wellblechrampe,,Rampa de metal corrugado,
corrugatedMetalSheet,blocks,Block,KgNone,Corr. Metal Sheet,Plaque de tÃ´le,Wellblech â€“ Platte,,LÃ¡mina de metal corrugado,
corrugatedMetalSheetBent1,blocks,Block,New,Corr. Metal Sheet Bent 1,,,,,
corrugatedMetalSheetBent2,blocks,Block,New,Corr. Metal Sheet Bent 2,,,,,
corrugatedMetalSheetBent3,blocks,Block,New,Corr. Metal Sheet Bent 3,,,,,
corrugatedMetalSheetBent4,blocks,Block,New,Corr. Metal Sheet Bent 4,,,,,
corrugatedMetalStairs25,blocks,Block,KeyChanged,Corr. Metal Stairs 25,Escalier 25 en fer rouillÃ©,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25,
corrugatedMetalTubeCenter,blocks,Block,New,Corr. Metal Tube 3m Center,,,,,
corrugatedMetalTubeCorner,blocks,Block,New,Corr. Metal Tube 3m Corner,,,,,
corrugatedMetalTunnelCenter,blocks,Block,New,Corr. Metal Tunnel 3m Center,,,,,
corrugatedMetalTunnelCorner,blocks,Block,New,Corr. Metal Tunnel 3m Corner,,,,,
corrugatedMetalWedge,blocks,Block,New,Corr. Metal Wedge,,,,,
corrugatedMetalWedgeIncline,blocks,Block,New,Corr. Metal Wedge Incline,,,,,
corrugatedMetalWedgeTip,blocks,Block,New,Corr. Metal Wedge Tip,,,,,
couchSofa01,blocks,Block,KeyChanged EnChanged GrChanged,Sofa 01,CanapÃ© 01,Ledersofa 01,,SofÃ¡ 01,
crossHelper,blocks,Block,New,Cross Helper,,,,,
crushedCars,blocks,Block,New,Crushed Cars,,,,,
crushedCarsDesc,blocks,Block,New,These have seen better days.,,,,,
cubeTileBroken01,blocks,Block,New,"Wood Block, Broken Tile",,,,,
curtain_bottom1Sheet3,blocks,Block,KgNone,Curtain 1 Bottom,Pan 3 et bas de rideaux 1,Vorhang 1 Unten,,LÃ¡mina3 de base1 de cortina,
curtain_top1Sheet3,blocks,Block,KgNone,Curtain 1 Top,Pan 3 de haut de rideaux 1,Vorhang 1 Oben,,LÃ¡mina3 superior1 de cortina,
decoBenchPress,blocks,Block,New,Bench Press,,,,,
decoMetalSlide,blocks,Block,New,Metal Slide,,,,,
decoPicnicTable,blocks,Block,New,Picnic Table,,,,,
decorationBlockGroupDesc,blocks,Block,New,A decorative block from the creative menu.,,,,,
decorativeBlockGroupDesc,blocks,Block,New,An item of mostly decorative value.,,,,,
decoStationaryBike,blocks,Block,New,Stationary Bike,,,,,
decoSwingSet,blocks,Block,New,Swing Set,,,,,
decoTreadmill,blocks,Block,New,Treadmill,,,,,
decoWeightBar,blocks,Block,New,Weight Bar,,,,,
deprecatedBlockDesc,blocks,Block,New,Deprecated block or item,,,,,
deskLampLight,blocks,Block,New,Desk Lamp,,,,,
devOnlyGroupDesc,blocks,Block,New,Only use for development and testing.,,,,,
doorFrameMetal1,blocks,Block,KgNone,Door Frame Metal 1,Encadrement de porte en mÃ©tal 1,Metall-TÃ¼rrahmen 1,,Estructura de puerta de metal 1,
doorFrameMetal2,blocks,Block,KgNone,Door Frame Metal 2,Encadrement de porte en mÃ©tal 2,Metall-TÃ¼rrahmen 2,,Estructura de puerta de metal 2,
doorFrameMetalBoarded1,blocks,Block,KgNone,Door Frame Metal 1 Boarded,Encadrement de porte en mÃ©tal barricadÃ© 1,"Metall-TÃ¼rrahmen 1, Blockiert",,Estructura de puerta de metal de tablas 1,
doorFrameMetalBoarded2,blocks,Block,KgNone,Door Frame Metal 2 Boarded,Encadrement de porte en mÃ©tal barricadÃ© 2,"Metall-TÃ¼rrahmen 2, Blockiert",,Estructura de puerta de metal de tablas 2,
doorFrameWhite1,blocks,Block,KgNone,Door Frame White 1,Encadrement de porte blanc 1,WeiÃŸer TÃ¼rrahmen 1,,Estructura de puerta blanca 1,
doorFrameWhite2,blocks,Block,KgNone,Door Frame White 2,Encadrement de porte blanc 2,WeiÃŸer TÃ¼rrahmen 2,,Estructura de puerta blanca 2,
doorFrameWhiteBoarded1,blocks,Block,KgNone,Door Frame White 1 Boarded,Encadrement de porte blanc barricadÃ© 1,"WeiÃŸer TÃ¼rrahmen 1, Blockiert",,Estructura de puerta de tablas 1 blancas,
doorFrameWhiteBoarded2,blocks,Block,KgNone,Door Frame White 2 Boarded,Encadrement de porte blanc barricadÃ© 2,"WeiÃŸer TÃ¼rrahmen 2, Blockiert",,Estructura de puerta de tablas 2 blancas,
doorGroupDesc,blocks,Block,New,Press & hold [activate] to lock it or set a combination. Upgrade & repair with a construction tool using the secondary action.,Maintenez [activate] pour la verrouiller ou dÃ©finir un code. Elle peut Ãªtre amÃ©liorÃ©e et rÃ©parÃ©e Ã  l'aide de bois et d'un outil de construction grÃ¢ce Ã  l'action secondaire.,Zum VerschlieÃŸen oder Kombination eingeben [activate] gedrÃ¼ckt halten. Kann mit Bauwerkzeugen unter Verwendung der sekundÃ¤ren Aktion aufgewertet und repariert werden.,,MantÃ©n presionado [activate] para cerrar con llave o para definir una combinaciÃ³n. Usa la acciÃ³n secundaria para mejorar y reparar con madera y con una herramienta de construcciÃ³n.,
doorTrim2m,blocks,Block,New,Door Trim 2m,,,,,
doorTrimTop,blocks,Block,New,Door Trim Top,,,,,
drawBridgeGroupDesc,blocks,Block,New,It's old-fashioned but with everything that's happening you might just need a little old-fashioned.,,Sieht mittelalterlich aus aber das hat im Mittellater schon recht gut funktioniert.,,,
driftwood,blocks,Block,KgNone,Driftwood,Bois flottant,Treibholz,,Madera flotante,
driftwood2,blocks,Block,KgNone,Driftwood 2,Bois flottant 2,Treibholz 2,,Madera flotante 2,
ductControlPanel,blocks,Block,KgNone,Duct Control Panel,Conduit de panneau de contrÃ´le,Kanal-Bedienfeld,,Panel de control de conducto,
ductControlPanelCorner,blocks,Block,KgNone,Duct Control Panel Corner,Angle de conduit de panneau de contrÃ´le,Kanal-Bedienfeld â€“ Ecke,,Esquina de panel de control de conducto,
ductSoft,blocks,Block,GrChanged,Duct Soft,Conduit souple,Luftschacht,,Conducto flexible,
ductSoftCorner,blocks,Block,GrChanged,Duct Soft Corner,Angle de conduit souple,Luftschacht â€“ Ecke,,Esquina de conducto flexible,
ductSoftCorner2,blocks,Block,GrChanged,Duct Soft Corner 2,Angle de conduit souple 2,Luftschacht â€“ Ecke 2,,Esquina 2 de conducto flexible,
electricalBox01,blocks,Block,KgNone,Electrical Box 01,BoÃ®tier Ã©lectrique 01,Elektrokasten 01,,Cuadro01 elÃ©ctrico,
emberPileDeco1,blocks,Block,EnChanged,Ember Pile 1 Deco,Tas de braises 1,Gluthaufen 1,,MontÃ³n 1 de brasas,
emberPileDeco2,blocks,Block,EnChanged,Ember Pile 2 Deco,Tas de braises 2,Gluthaufen 2,,MontÃ³n 2 de brasas,
emberPileDeco3,blocks,Block,EnChanged,Ember Pile 3 Deco,Tas de braises 3,Gluthaufen 3,,MontÃ³n 3 de brasas,
emberPileDeco4,blocks,Block,EnChanged,Ember Pile 4 Deco,Tas de braises 4,Gluthaufen 4,,MontÃ³n 4 de brasas,
emberPileLightPOI1,blocks,Block,New,Ember Pile 1 Light (POI),,,,,
emberPileLightPOI2,blocks,Block,New,Ember Pile 2 Light (POI),,,,,
endTable,blocks,Block,KgNone,End Table,Table d'appoint,Beistelltisch,,Mesita,
endTableLamp,blocks,Block,KgNone,End Table Lamp,Lampe de table d'appoint,Beistelltischlampe,,LÃ¡mpara de mesa,
fakeCabinetDoorTrap1x1Sheet,blocks,Block,New,Fake Cabinet Door 1x1,,,,,
fakeCabinetDoorTrap1x1SheetMetal,blocks,Block,New,Fake Cabinet Door 1x1 Metal,,,,,
fakeCabinetDoorTrap1x2Sheet,blocks,Block,New,Fake Cabinet Door 1x2,,,,,
fakeCabinetDoorTrap1x2SheetMetal,blocks,Block,New,Fake Cabinet Door 1x2 Metal,,,,,
fakeCabinetDoorTrapGroupDesc,blocks,Block,New,Zombies can see through this block. The intended use is that a hidden zombie can see the player and bust out of a closet.,,,,,
faucet02,blocks,Block,KgNone,Household Faucet,Robinet ordinaire,Standardwasserhahn,,Grifo,
faucet04,blocks,Block,KgNone,Household Faucet,Robinet ordinaire,Standardwasserhahn,,Grifo,
faucetBrass02,blocks,Block,KgNone,Brass Faucet,Robinet en laiton,Messingwasserhahn,,Grifo de latÃ³n,
faucetBrass04,blocks,Block,KgNone,Brass Faucet,Robinet en laiton,Messingwasserhahn,,Grifo de latÃ³n,
fencesGroupDesc,blocks,Block,KgNone,Fences and railings can keep the neighbors out. Unless they have turned into zombies. Still useful for not falling from high places.,"Les clÃ´tures et les rambardes vous protÃ¨gent des voisins envahissants. Sauf s'ils se sont transformÃ©s en zombies. Dans tous les cas, elles permettent d'Ã©viter de tomber des espaces en hauteur.","ZÃ¤une und GelÃ¤nder kÃ¶nnen Nachbarn fernhalten. AuÃŸer sie sind Zombies. Dennoch sind sie nÃ¼tzlich, um nicht von hochgelegenen Orten zu fallen.",,"Las alambradas y barandillas pueden mantener alejados a los vecinos. A menos que se hayan convertido en zombis. Aun asÃ­, son Ãºtiles para no caerte desde lugares altos.",
